 min,protein code,molecular feature z score neg,,max,protein code,molecular feature z score pos,File number
min,YNR015W_idr_1,-18.32346092,,max,YNR015W_idr_1,7.078979258,
min,YNR016C_idr_19,-2.880627278,,max,YNR016C_idr_19,2.091476107,
min,YNR016C_idr_20,-3.563525769,,max,YNR016C_idr_20,0.958750036,
min,YNR016C_idr_30,-1.125401185,,max,YNR016C_idr_30,1.269338845,
min,YNR019W_idr_2,-6.130826553,,max,YNR019W_idr_2,3.145450615,
min,YNR019W_idr_5,-3.905417022,,max,YNR019W_idr_5,3.406680007,
min,YNR022C_idr_2,-5.776996855,,max,YNR022C_idr_2,3.381064417,
min,YNR023W_idr_1,-2.762515727,,max,YNR023W_idr_1,5.197038804,
min,YNR023W_idr_11,-5.12632383,,max,YNR023W_idr_11,2.836894758,
min,YNR028W_idr_1,-5.839844567,,max,YNR028W_idr_1,1.473565223,
min,YNR031C_idr_1,-2.297054339,,max,YNR031C_idr_1,5.158269812,
min,YNR031C_idr_10,-9.596579565,,max,YNR031C_idr_10,2.345649639,
min,YNR031C_idr_11,-3.684483625,,max,YNR031C_idr_11,2.290765826,
min,YNR031C_idr_12,-5.217206142,,max,YNR031C_idr_12,2.095222328,
min,YNR031C_idr_14,-2.162056212,,max,YNR031C_idr_14,7.668874905,
min,YNR031C_idr_5,-2.831340112,,max,YNR031C_idr_5,1.762403341,
min,YNR032W_idr_1,-4.26232135,,max,YNR032W_idr_1,6.080853932,
min,YNR038W_idr_1,-5.083065283,,max,YNR038W_idr_1,3.616305654,
min,YNR039C_idr_1,-6.92961897,,max,YNR039C_idr_1,2.981827215,
min,YNR041C_idr_1,-7.912612065,,max,YNR041C_idr_1,2.312473828,
min,YNR044W_idr_1,-1.834162017,,max,YNR044W_idr_1,9.697178558,
min,YNR047W_idr_1,-4.953346858,,max,YNR047W_idr_1,4.05088052,
min,YNR047W_idr_5,-2.379977828,,max,YNR047W_idr_5,1.200500766,
min,YNR049C_idr_2,-8.151241811,,max,YNR049C_idr_2,4.574259267,
min,YNR051C_idr_2,-2.595358824,,max,YNR051C_idr_2,7.110473334,
min,YNR051C_idr_3,-6.599068134,,max,YNR051C_idr_3,6.207292783,
min,YNR052C_idr_4,-5.012673796,,max,YNR052C_idr_4,6.067166824,
min,YNR052C_idr_5,-5.591243665,,max,YNR052C_idr_5,8.108190897,
min,YNR054C_idr_1,-4.242589582,,max,YNR054C_idr_1,3.162455429,
min,YNR054C_idr_5,-6.809677117,,max,YNR054C_idr_5,2.094350528,
min,YOL001W_idr_4,-2.279901656,,max,YOL001W_idr_4,4.475543814,
min,YOL004W_idr_1,-3.36993784,,max,YOL004W_idr_1,6.942323512,
min,YOL004W_idr_14,-6.254674252,,max,YOL004W_idr_14,2.628590285,
min,YOL004W_idr_7,-3.283107928,,max,YOL004W_idr_7,2.313256663,
min,YOL004W_idr_8,-3.841627389,,max,YOL004W_idr_8,8.06744863,
min,YOL004W_idr_9,-9.292123264,,max,YOL004W_idr_9,13.15320071,
min,YOL006C_idr_1,-3.172415235,,max,YOL006C_idr_1,4.390300685,
min,YOL006C_idr_5,-3.481096859,,max,YOL006C_idr_5,1.223751237,
min,YOL007C_idr_5,-5.322407147,,max,YOL007C_idr_5,4.912359803,
min,YOL009C_idr_2,-4.94697413,,max,YOL009C_idr_2,2.273827058,
min,YOL011W_idr_2,-3.517935781,,max,YOL011W_idr_2,3.847238663,
min,YOL013C_idr_6,-6.158910841,,max,YOL013C_idr_6,9.747787088,
min,YOL016C_idr_1,-2.01387466,,max,YOL016C_idr_1,3.185741697,
min,YOL017W_idr_13,-2.649862402,,max,YOL017W_idr_13,6.099816579,
min,YOL017W_idr_9,-8.656356591,,max,YOL017W_idr_9,4.231096458,
min,YOL018C_idr_1,-12.44742366,,max,YOL018C_idr_1,1.8840817,
min,YOL019W_idr_4,-4.060126325,,max,YOL019W_idr_4,6.390850723,
min,YOL020W_idr_1,-8.100808559,,max,YOL020W_idr_1,1.946418784,
min,YOL021C_idr_4,-5.759989296,,max,YOL021C_idr_4,1.84881299,
min,YOL022C_idr_3,-12.52477432,,max,YOL022C_idr_3,1.519542537,
min,YOL022C_idr_4,-3.567530521,,max,YOL022C_idr_4,0.733215004,4204-4303
min,YOL023W_idr_1,-8.974461436,,max,YOL023W_idr_1,2.352101593,
min,YOL023W_idr_3,-6.647619897,,max,YOL023W_idr_3,2.33006924,
min,YOL027C_idr_1,-9.360239708,,max,YOL027C_idr_1,4.390521324,
min,YOL027C_idr_4,-3.731726558,,max,YOL027C_idr_4,5.023252362,
min,YOL030W_idr_4,-8.379234263,,max,YOL030W_idr_4,3.69003165,
min,YOL032W_idr_2,-6.2965247,,max,YOL032W_idr_2,2.04111177,
min,YOL033W_idr_1,-6.757761082,,max,YOL033W_idr_1,4.351570064,
min,YOL034W_idr_1,-1.90792546,,max,YOL034W_idr_1,2.749109425,
min,YOL036W_idr_8,-3.345611423,,max,YOL036W_idr_8,8.764071522,
min,YOL039W_idr_1,-8.985221331,,max,YOL039W_idr_1,0.967258937,
min,YOL041C_idr_1,-8.467708515,,max,YOL041C_idr_1,3.178641366,
min,YOL041C_idr_3,-6.742283787,,max,YOL041C_idr_3,1.978432916,
min,YOL043C_idr_1,-6.354429733,,max,YOL043C_idr_1,1.511818302,
min,YOL045W_idr_1,-1.011402501,,max,YOL045W_idr_1,4.262991627,
min,YOL045W_idr_3,-6.410021603,,max,YOL045W_idr_3,2.866329116,
min,YOL045W_idr_4,-3.16045279,,max,YOL045W_idr_4,7.950563184,
min,YOL045W_idr_5,-3.624633412,,max,YOL045W_idr_5,10.72706367,
min,YOL051W_idr_10,-3.157909786,,max,YOL051W_idr_10,9.021436562,
min,YOL051W_idr_2,-2.303710753,,max,YOL051W_idr_2,3.462608798,
min,YOL051W_idr_5,-4.310181816,,max,YOL051W_idr_5,6.095261723,
min,YOL051W_idr_6,-3.221432445,,max,YOL051W_idr_6,12.4104582,
min,YOL051W_idr_8,-3.907789702,,max,YOL051W_idr_8,9.788645157,
min,YOL051W_idr_9,-3.591499386,,max,YOL051W_idr_9,6.359807067,
min,YOL054W_idr_7,-4.246365674,,max,YOL054W_idr_7,7.245445901,
min,YOL060C_idr_8,-1.823321033,,max,YOL060C_idr_8,2.83676671,
min,YOL060C_idr_9,-2.16421102,,max,YOL060C_idr_9,2.228585016,
min,YOL062C_idr_1,-6.141078498,,max,YOL062C_idr_1,2.347687421,
min,YOL063C_idr_7,-6.37112823,,max,YOL063C_idr_7,3.765296948,
min,YOL066C_idr_1,-3.145020121,,max,YOL066C_idr_1,2.590683085,
min,YOL068C_idr_3,-8.60339156,,max,YOL068C_idr_3,2.229600072,
min,YOL070C_idr_1,-4.163537775,,max,YOL070C_idr_1,2.522575164,
min,YOL070C_idr_2,-5.214004623,,max,YOL070C_idr_2,4.368393024,
min,YOL071W_idr_1,-8.661563225,,max,YOL071W_idr_1,5.827960765,
min,YOL073C_idr_4,-5.658370282,,max,YOL073C_idr_4,5.162951287,
min,YOL075C_idr_7,-4.978324779,,max,YOL075C_idr_7,5.045768152,
min,YOL075C_idr_9,-4.007238723,,max,YOL075C_idr_9,2.170020943,
min,YOL078W_idr_13,-5.316452432,,max,YOL078W_idr_13,3.398561258,
min,YOL078W_idr_2,-8.402167217,,max,YOL078W_idr_2,1.592252607,
min,YOL078W_idr_5,-13.34975957,,max,YOL078W_idr_5,2.767749537,
min,YOL078W_idr_7,-1.973826239,,max,YOL078W_idr_7,3.426020955,
min,YOL078W_idr_8,-2.036834368,,max,YOL078W_idr_8,5.124515914,
min,YOL081W_idr_11,-6.569041106,,max,YOL081W_idr_11,3.997340265,
min,YOL081W_idr_3,-4.85390614,,max,YOL081W_idr_3,1.852112044,
min,YOL081W_idr_31,-12.45500357,,max,YOL081W_idr_31,4.484061471,
min,YOL081W_idr_57,-4.122951007,,max,YOL081W_idr_57,2.070749147,
min,YOL081W_idr_59,-6.28870833,,max,YOL081W_idr_59,6.739631857,
min,YOL081W_idr_60,-7.150629876,,max,YOL081W_idr_60,2.681393262,
min,YOL082W_idr_6,-2.273296008,,max,YOL082W_idr_6,6.406321203,
min,YOL084W_idr_4,-5.115042744,,max,YOL084W_idr_4,5.655273486,
min,YOL087C_idr_10,-4.29160422,,max,YOL087C_idr_10,3.567568353,
min,YOL087C_idr_4,-2.407956223,,max,YOL087C_idr_4,6.164492272,
min,YOL087C_idr_7,-2.810378556,,max,YOL087C_idr_7,4.947113555,
min,YOL089C_idr_1,-3.096396365,,max,YOL089C_idr_1,5.074881058,
min,YOL089C_idr_11,-4.075705197,,max,YOL089C_idr_11,3.322131842,
min,YOL089C_idr_2,-3.454130614,,max,YOL089C_idr_2,2.800661634,
min,YOL089C_idr_4,-7.641240894,,max,YOL089C_idr_4,6.09546215,
min,YOL089C_idr_6,-2.266348774,,max,YOL089C_idr_6,3.66453628,
min,YOL089C_idr_7,-7.538426566,,max,YOL089C_idr_7,1.57344511,
min,YOL091W_idr_1,-1.511893968,,max,YOL091W_idr_1,5.387006597,
min,YOL092W_idr_2,-13.36212733,,max,YOL092W_idr_2,2.991507056,
min,YOL095C_idr_3,-6.707669026,,max,YOL095C_idr_3,2.613100439,
min,YOL097C_idr_1,-7.584226195,,max,YOL097C_idr_1,2.173753492,
min,YOL100W_idr_1,-2.629742942,,max,YOL100W_idr_1,4.784259906,
min,YOL100W_idr_3,-4.988452955,,max,YOL100W_idr_3,4.334779312,
min,YOL100W_idr_4,-4.799881674,,max,YOL100W_idr_4,2.869519245,
min,YOL100W_idr_5,-5.934479469,,max,YOL100W_idr_5,1.794141398,
min,YOL100W_idr_7,-2.607430816,,max,YOL100W_idr_7,4.361909555,
min,YOL101C_idr_1,-2.045138875,,max,YOL101C_idr_1,2.693043364,
min,YOL103W_idr_1,-6.011222392,,max,YOL103W_idr_1,2.732886627,
min,YOL105C_idr_6,-5.610192257,,max,YOL105C_idr_6,6.511746342,
min,YOL105C_idr_7,-2.668542386,,max,YOL105C_idr_7,3.267241316,
min,YOL108C_idr_1,-5.443269559,,max,YOL108C_idr_1,4.108365982,
min,YOL112W_idr_1,-1.582094096,,max,YOL112W_idr_1,27.49573551,
min,YOL112W_idr_3,-3.049377528,,max,YOL112W_idr_3,6.516190689,
min,YOL113W_idr_2,-9.254457851,,max,YOL113W_idr_2,4.347430543,
min,YOL113W_idr_8,-5.050594156,,max,YOL113W_idr_8,8.779746312,
min,YOL114C_idr_2,-8.549913717,,max,YOL114C_idr_2,2.653387274,
min,YOL115W_idr_1,-3.379814379,,max,YOL115W_idr_1,5.192710569,
min,YOL115W_idr_3,-2.220188806,,max,YOL115W_idr_3,5.940173992,
min,YOL116W_idr_2,-4.158672317,,max,YOL116W_idr_2,9.704152732,
min,YOL116W_idr_5,-2.196419373,,max,YOL116W_idr_5,8.282157142,
min,YOL117W_idr_1,-4.058882193,,max,YOL117W_idr_1,3.824244579,
min,YOL119C_idr_1,-3.708739653,,max,YOL119C_idr_1,3.014716869,
min,YOL122C_idr_1,-2.773911072,,max,YOL122C_idr_1,2.258463258,
min,YOL123W_idr_1,-6.881506469,,max,YOL123W_idr_1,6.842786577,
min,YOL123W_idr_10,-6.190341132,,max,YOL123W_idr_10,4.704604846,
min,YOL123W_idr_3,-8.404251327,,max,YOL123W_idr_3,7.822621681,
min,YOL123W_idr_5,-5.021335264,,max,YOL123W_idr_5,3.835157449,
min,YOL130W_idr_1,-3.791764239,,max,YOL130W_idr_1,7.307606002,
min,YOL130W_idr_2,-10.14789741,,max,YOL130W_idr_2,4.581593461,
min,YOL130W_idr_7,-5.471893986,,max,YOL130W_idr_7,2.383758065,
min,YOL136C_idr_1,-4.746451096,,max,YOL136C_idr_1,3.661911428,
min,YOL137W_idr_1,-8.260889244,,max,YOL137W_idr_1,2.283661005,
min,YOL138C_idr_1,-7.951118438,,max,YOL138C_idr_1,4.873782167,
min,YOL138C_idr_4,-6.146490688,,max,YOL138C_idr_4,3.940755717,
min,YOL138C_idr_7,-4.010871407,,max,YOL138C_idr_7,7.108668412,
min,YOL144W_idr_3,-11.22732258,,max,YOL144W_idr_3,2.714768904,
min,YOL144W_idr_4,-7.12147421,,max,YOL144W_idr_4,6.533436715,
min,YOL144W_idr_5,-4.584885091,,max,YOL144W_idr_5,3.482684405,
min,YOL145C_idr_3,-6.992656753,,max,YOL145C_idr_3,2.694703879,4304-4403
min,YOL148C_idr_10,-3.467700687,,max,YOL148C_idr_10,2.241942984,
min,YOL148C_idr_2,-5.609649675,,max,YOL148C_idr_2,5.937007978,
min,YOL148C_idr_3,-7.328642794,,max,YOL148C_idr_3,4.083192191,
min,YOL148C_idr_5,-3.605331793,,max,YOL148C_idr_5,8.980954915,
min,YOR001W_idr_5,-4.790352052,,max,YOR001W_idr_5,3.197767739,
min,YOR004W_idr_2,-5.896192046,,max,YOR004W_idr_2,3.148858731,
min,YOR004W_idr_3,-10.99231128,,max,YOR004W_idr_3,2.292842093,
min,YOR005C_idr_4,-8.679905955,,max,YOR005C_idr_4,1.777479319,
min,YOR006C_idr_1,-5.187814217,,max,YOR006C_idr_1,2.436422366,
min,YOR006C_idr_2,-4.205987947,,max,YOR006C_idr_2,10.67326087,
min,YOR007C_idr_2,-5.416604568,,max,YOR007C_idr_2,11.37926855,
min,YOR008C_idr_2,-7.737298504,,max,YOR008C_idr_2,6.81426355,
min,YOR011W_idr_8,-2.644415492,,max,YOR011W_idr_8,3.458884678,
min,YOR014W_idr_1,-4.538645785,,max,YOR014W_idr_1,5.288818881,
min,YOR014W_idr_4,-3.652472822,,max,YOR014W_idr_4,3.929525212,
min,YOR017W_idr_10,-4.608455246,,max,YOR017W_idr_10,1.915768238,
min,YOR018W_idr_2,-4.511104192,,max,YOR018W_idr_2,2.817718135,
min,YOR018W_idr_3,-5.076557127,,max,YOR018W_idr_3,1.681428841,
min,YOR018W_idr_4,-9.572930765,,max,YOR018W_idr_4,12.32521406,
min,YOR018W_idr_6,-6.25594154,,max,YOR018W_idr_6,3.727044749,
min,YOR019W_idr_10,-3.1727079,,max,YOR019W_idr_10,5.196849739,
min,YOR019W_idr_11,-14.43735804,,max,YOR019W_idr_11,2.678128767,
min,YOR019W_idr_3,-11.75354784,,max,YOR019W_idr_3,2.176468759,
min,YOR019W_idr_8,-2.714635021,,max,YOR019W_idr_8,3.653305286,
min,YOR022C_idr_3,-3.853459158,,max,YOR022C_idr_3,7.264153237,
min,YOR022C_idr_5,-3.896860581,,max,YOR022C_idr_5,1.727511276,
min,YOR022C_idr_8,-6.864983762,,max,YOR022C_idr_8,2.052521998,
min,YOR023C_idr_1,-1.905322752,,max,YOR023C_idr_1,4.821678627,
min,YOR023C_idr_2,-4.376772967,,max,YOR023C_idr_2,5.263887074,
min,YOR023C_idr_6,-8.897953854,,max,YOR023C_idr_6,5.526343372,
min,YOR025W_idr_1,-2.820639191,,max,YOR025W_idr_1,2.794593223,
min,YOR025W_idr_2,-2.749449924,,max,YOR025W_idr_2,4.365693812,
min,YOR030W_idr_4,-2.544828945,,max,YOR030W_idr_4,2.885621205,
min,YOR030W_idr_7,-3.005178225,,max,YOR030W_idr_7,4.087953742,
min,YOR032C_idr_4,-6.23909736,,max,YOR032C_idr_4,4.857065515,
min,YOR032C_idr_6,-4.068593899,,max,YOR032C_idr_6,3.479036976,
min,YOR033C_idr_3,-3.373679116,,max,YOR033C_idr_3,3.644287255,
min,YOR034C_idr_5,-2.313540499,,max,YOR034C_idr_5,2.354034286,
min,YOR036W_idr_2,-11.09989759,,max,YOR036W_idr_2,3.85482973,
min,YOR037W_idr_1,-13.52750472,,max,YOR037W_idr_1,3.186197045,
min,YOR038C_idr_3,-5.494096351,,max,YOR038C_idr_3,2.58617114,
min,YOR039W_idr_1,-5.475940701,,max,YOR039W_idr_1,2.014219137,
min,YOR042W_idr_1,-5.593730826,,max,YOR042W_idr_1,2.906845676,
min,YOR042W_idr_3,-4.05449104,,max,YOR042W_idr_3,3.372175389,
min,YOR042W_idr_4,-3.377119688,,max,YOR042W_idr_4,3.920506338,
min,YOR042W_idr_5,-5.028108035,,max,YOR042W_idr_5,3.375945118,
min,YOR043W_idr_1,-5.487652703,,max,YOR043W_idr_1,2.612390842,
min,YOR043W_idr_2,-3.772098818,,max,YOR043W_idr_2,3.822632093,
min,YOR043W_idr_4,-2.098855941,,max,YOR043W_idr_4,2.47952689,
min,YOR043W_idr_6,-2.950742175,,max,YOR043W_idr_6,2.538710914,
min,YOR046C_idr_1,-7.155856176,,max,YOR046C_idr_1,5.079083205,
min,YOR047C_idr_1,-5.550509143,,max,YOR047C_idr_1,2.928277355,
min,YOR047C_idr_4,-2.881012331,,max,YOR047C_idr_4,5.80134508,
min,YOR047C_idr_5,-15.62190462,,max,YOR047C_idr_5,4.297634438,
min,YOR048C_idr_7,-12.95479037,,max,YOR048C_idr_7,1.889567995,
min,YOR048C_idr_9,-9.586326537,,max,YOR048C_idr_9,6.001916069,
min,YOR049C_idr_1,-5.303996472,,max,YOR049C_idr_1,1.86971067,
min,YOR051C_idr_1,-9.181385789,,max,YOR051C_idr_1,3.620739141,
min,YOR054C_idr_1,-6.303593803,,max,YOR054C_idr_1,3.809466553,
min,YOR054C_idr_4,-4.543372616,,max,YOR054C_idr_4,5.21416585,
min,YOR056C_idr_2,-4.929482979,,max,YOR056C_idr_2,4.494719969,
min,YOR057W_idr_2,-6.25461844,,max,YOR057W_idr_2,1.620554912,
min,YOR058C_idr_1,-2.361104844,,max,YOR058C_idr_1,3.015024141,
min,YOR058C_idr_11,-14.40499714,,max,YOR058C_idr_11,4.02539877,
min,YOR059C_idr_2,-3.413237226,,max,YOR059C_idr_2,2.700996175,
min,YOR062C_idr_3,-4.214963245,,max,YOR062C_idr_3,4.186088625,
min,YOR064C_idr_3,-3.371939397,,max,YOR064C_idr_3,4.193086078,
min,YOR065W_idr_1,-8.286777304,,max,YOR065W_idr_1,3.023687918,
min,YOR066W_idr_11,-5.20732095,,max,YOR066W_idr_11,6.807789855,
min,YOR066W_idr_2,-2.797162688,,max,YOR066W_idr_2,5.44291097,
min,YOR066W_idr_5,-7.430110353,,max,YOR066W_idr_5,3.255841404,
min,YOR066W_idr_8,-1.998718807,,max,YOR066W_idr_8,2.959411675,
min,YOR066W_idr_9,-3.9671842,,max,YOR066W_idr_9,7.172357064,
min,YOR067C_idr_1,-3.717877231,,max,YOR067C_idr_1,10.48340953,
min,YOR069W_idr_1,-6.728799396,,max,YOR069W_idr_1,4.204205591,
min,YOR069W_idr_2,-4.005534433,,max,YOR069W_idr_2,2.206384897,
min,YOR070C_idr_1,-9.32304283,,max,YOR070C_idr_1,3.098641105,
min,YOR073W_idr_2,-1.401788184,,max,YOR073W_idr_2,4.998669439,
min,YOR075W_idr_5,-2.786925619,,max,YOR075W_idr_5,4.111445263,
min,YOR076C_idr_1,-3.716875163,,max,YOR076C_idr_1,5.419935747,
min,YOR076C_idr_5,-4.879700905,,max,YOR076C_idr_5,3.670230186,
min,YOR078W_idr_1,-4.695758764,,max,YOR078W_idr_1,2.9639261,
min,YOR079C_idr_2,-2.845456388,,max,YOR079C_idr_2,2.954352433,
min,YOR081C_idr_3,-10.4427523,,max,YOR081C_idr_3,4.923138651,
min,YOR083W_idr_3,-2.914005582,,max,YOR083W_idr_3,2.445939141,
min,YOR083W_idr_6,-4.687642251,,max,YOR083W_idr_6,2.517425053,
min,YOR083W_idr_7,-1.70013698,,max,YOR083W_idr_7,6.819329023,
min,YOR086C_idr_1,-2.437615247,,max,YOR086C_idr_1,1.422421861,
min,YOR086C_idr_5,-5.126376296,,max,YOR086C_idr_5,3.158841092,
min,YOR086C_idr_6,-6.99698491,,max,YOR086C_idr_6,5.917195466,
min,YOR087W_idr_3,-2.040779472,,max,YOR087W_idr_3,4.944797444,
min,YOR089C_idr_2,-2.424320885,,max,YOR089C_idr_2,2.985385248,
min,YOR090C_idr_1,-7.200205457,,max,YOR090C_idr_1,6.573118376,
min,YOR090C_idr_3,-5.982387118,,max,YOR090C_idr_3,3.208672585,
min,YOR091W_idr_4,-10.04724551,,max,YOR091W_idr_4,1.574651222,
min,YOR092W_idr_2,-10.40159991,,max,YOR092W_idr_2,5.306377737,
min,YOR092W_idr_4,-3.433944811,,max,YOR092W_idr_4,3.286165409,
min,YOR093C_idr_10,-2.873383759,,max,YOR093C_idr_10,3.935496712,
min,YOR098C_idr_1,-3.526571501,,max,YOR098C_idr_1,10.85472246,
min,YOR098C_idr_2,-13.49816361,,max,YOR098C_idr_2,6.412135149,4404-4503
min,YOR099W_idr_1,-9.415098352,,max,YOR099W_idr_1,2.335038412,
min,YOR101W_idr_2,-3.059212334,,max,YOR101W_idr_2,5.757327865,
min,YOR104W_idr_6,-4.117760273,,max,YOR104W_idr_6,3.296691073,
min,YOR106W_idr_3,-5.693286578,,max,YOR106W_idr_3,1.60727407,
min,YOR107W_idr_3,-0.782783545,,max,YOR107W_idr_3,5.670599779,
min,YOR107W_idr_4,-1.02225312,,max,YOR107W_idr_4,5.730397965,
min,YOR109W_idr_7,-2.122009822,,max,YOR109W_idr_7,5.793827738,
min,YOR110W_idr_3,-12.57566387,,max,YOR110W_idr_3,2.871294412,
min,YOR112W_idr_6,-8.892957906,,max,YOR112W_idr_6,3.893194331,
min,YOR113W_idr_1,-2.658202948,,max,YOR113W_idr_1,6.794209586,
min,YOR113W_idr_15,-5.007112895,,max,YOR113W_idr_15,4.37965034,
min,YOR113W_idr_16,-5.355276433,,max,YOR113W_idr_16,7.899233374,
min,YOR113W_idr_17,-7.722998897,,max,YOR113W_idr_17,4.64227971,
min,YOR113W_idr_19,-5.830762816,,max,YOR113W_idr_19,7.368653537,
min,YOR115C_idr_1,-3.529031168,,max,YOR115C_idr_1,2.154954014,
min,YOR115C_idr_2,-9.668345148,,max,YOR115C_idr_2,2.51991934,
min,YOR116C_idr_13,-29.10994279,,max,YOR116C_idr_13,5.524599845,
min,YOR119C_idr_3,-7.576851444,,max,YOR119C_idr_3,1.977666798,
min,YOR119C_idr_4,-4.536746447,,max,YOR119C_idr_4,1.593676844,
min,YOR123C_idr_1,-3.553918413,,max,YOR123C_idr_1,3.726452651,
min,YOR123C_idr_5,-8.10150473,,max,YOR123C_idr_5,2.944696041,
min,YOR124C_idr_1,-1.970859703,,max,YOR124C_idr_1,2.926491549,
min,YOR124C_idr_11,-3.650694907,,max,YOR124C_idr_11,2.834443,
min,YOR124C_idr_13,-3.83470372,,max,YOR124C_idr_13,3.679783189,
min,YOR125C_idr_1,-7.680782981,,max,YOR125C_idr_1,5.936323355,
min,YOR127W_idr_2,-2.449108801,,max,YOR127W_idr_2,7.695592624,
min,YOR127W_idr_3,-3.59270062,,max,YOR127W_idr_3,5.889259222,
min,YOR129C_idr_11,-2.533879246,,max,YOR129C_idr_11,2.935164329,
min,YOR129C_idr_3,-2.765490827,,max,YOR129C_idr_3,6.139810392,
min,YOR129C_idr_5,-2.261251846,,max,YOR129C_idr_5,2.694475745,
min,YOR132W_idr_1,-13.60261251,,max,YOR132W_idr_1,3.363784082,
min,YOR132W_idr_3,-2.273755575,,max,YOR132W_idr_3,5.669631594,
min,YOR134W_idr_1,-3.068684886,,max,YOR134W_idr_1,3.955581151,
min,YOR134W_idr_2,-2.067194909,,max,YOR134W_idr_2,7.419179397,
min,YOR138C_idr_3,-14.61007253,,max,YOR138C_idr_3,4.077480689,
min,YOR140W_idr_1,-3.719801984,,max,YOR140W_idr_1,4.351415753,
min,YOR140W_idr_2,-3.241251292,,max,YOR140W_idr_2,2.772678179,
min,YOR140W_idr_3,-5.850758632,,max,YOR140W_idr_3,9.006417737,
min,YOR141C_idr_1,-3.729602431,,max,YOR141C_idr_1,4.826783688,
min,YOR141C_idr_10,-6.927901729,,max,YOR141C_idr_10,1.557573093,
min,YOR141C_idr_3,-5.795305264,,max,YOR141C_idr_3,5.321486698,
min,YOR141C_idr_4,-5.935170563,,max,YOR141C_idr_4,2.229305645,
min,YOR144C_idr_1,-2.831851972,,max,YOR144C_idr_1,2.890221868,
min,YOR144C_idr_2,-7.490148401,,max,YOR144C_idr_2,1.956336727,
min,YOR144C_idr_5,-9.311569023,,max,YOR144C_idr_5,2.027453985,
min,YOR145C_idr_1,-13.43348207,,max,YOR145C_idr_1,2.571307036,
min,YOR147W_idr_1,-4.463550307,,max,YOR147W_idr_1,4.750707548,
min,YOR147W_idr_3,-4.134780419,,max,YOR147W_idr_3,2.705401166,
min,YOR148C_idr_1,-12.67829565,,max,YOR148C_idr_1,2.122352983,
min,YOR153W_idr_1,-2.861008693,,max,YOR153W_idr_1,2.565733393,
min,YOR153W_idr_7,-4.097606714,,max,YOR153W_idr_7,2.135235928,
min,YOR153W_idr_8,-6.574980847,,max,YOR153W_idr_8,2.132489426,
min,YOR154W_idr_2,-5.00572475,,max,YOR154W_idr_2,2.431714542,
min,YOR154W_idr_4,-7.914012746,,max,YOR154W_idr_4,2.521346871,
min,YOR154W_idr_5,-8.498404324,,max,YOR154W_idr_5,3.19068748,
min,YOR156C_idr_2,-2.29000967,,max,YOR156C_idr_2,3.81465454,
min,YOR156C_idr_5,-3.955990043,,max,YOR156C_idr_5,6.855041522,
min,YOR161C_idr_1,-6.727772846,,max,YOR161C_idr_1,5.622292168,
min,YOR162C_idr_1,-5.544409317,,max,YOR162C_idr_1,4.472158692,
min,YOR162C_idr_3,-1.220429881,,max,YOR162C_idr_3,5.202283887,
min,YOR162C_idr_9,-3.072345863,,max,YOR162C_idr_9,7.307360341,
min,YOR166C_idr_1,-2.477068413,,max,YOR166C_idr_1,2.481573371,
min,YOR168W_idr_3,-7.651346786,,max,YOR168W_idr_3,2.858474412,
min,YOR171C_idr_4,-4.368133493,,max,YOR171C_idr_4,6.968779921,
min,YOR171C_idr_6,-9.997469972,,max,YOR171C_idr_6,2.163711713,
min,YOR174W_idr_1,-4.514512722,,max,YOR174W_idr_1,3.136092361,
min,YOR174W_idr_2,-7.564759843,,max,YOR174W_idr_2,3.359809915,
min,YOR175C_idr_4,-3.881406361,,max,YOR175C_idr_4,4.226793395,
min,YOR178C_idr_1,-2.461726581,,max,YOR178C_idr_1,7.474604741,
min,YOR178C_idr_10,-2.262253326,,max,YOR178C_idr_10,4.577263288,
min,YOR178C_idr_2,-2.009765474,,max,YOR178C_idr_2,24.17712273,
min,YOR178C_idr_5,-14.98876721,,max,YOR178C_idr_5,5.266166274,
min,YOR178C_idr_7,-1.595984469,,max,YOR178C_idr_7,3.31383941,
min,YOR178C_idr_9,-4.49371563,,max,YOR178C_idr_9,7.745807616,
min,YOR181W_idr_2,-13.86486413,,max,YOR181W_idr_2,3.381214689,
min,YOR181W_idr_3,-6.677150383,,max,YOR181W_idr_3,5.489437782,
min,YOR187W_idr_1,-11.81501002,,max,YOR187W_idr_1,2.74601374,
min,YOR188W_idr_1,-3.321882458,,max,YOR188W_idr_1,2.916185255,
min,YOR188W_idr_6,-5.609502132,,max,YOR188W_idr_6,8.001980166,
min,YOR190W_idr_1,-2.84657198,,max,YOR190W_idr_1,7.961662622,
min,YOR191W_idr_1,-2.926284054,,max,YOR191W_idr_1,6.747398232,
min,YOR191W_idr_13,-3.691205055,,max,YOR191W_idr_13,3.546239977,
min,YOR191W_idr_14,-4.633770964,,max,YOR191W_idr_14,4.382451918,
min,YOR191W_idr_16,-3.687189986,,max,YOR191W_idr_16,2.242578157,
min,YOR191W_idr_19,-4.51520291,,max,YOR191W_idr_19,2.577492989,
min,YOR191W_idr_2,-3.006778533,,max,YOR191W_idr_2,2.762374556,
min,YOR191W_idr_22,-15.28376901,,max,YOR191W_idr_22,2.234827307,
min,YOR191W_idr_27,-3.582358187,,max,YOR191W_idr_27,5.296761653,
min,YOR191W_idr_30,-6.360814715,,max,YOR191W_idr_30,2.534509466,
